cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,event_count,measured_step_count,event_count_per_measured_step,median_logical_edge_count_per_event,graph_module_coverage_fraction,maximum_graph_island_count,orchestration_barriers_per_measured_step,graph_lifetime_distribution_json
s3b-cell-cfc15d2b07083eb02f00,s3b-block-0dcba60dfd67454824e3,composite_vjp,fixedpred,16,256,256,71,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-d094237feaca9cc0324a,s3b-block-64454a27a9a9c9ebfa9b,stage2_baseline,strict,32,256,256,71,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-d10b0791f9f5ba231ea9,s3b-block-91d8a0b7be6b9952687d,stage2_baseline,strict,4,64,64,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-d2c28f8392cdb83fd068,s3b-block-73e9fa86f8a041731cdf,isolated_layer_vjp,strict,16,64,64,70,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-d3f22c88dffe1305db46,s3b-block-cbb29f5f2dc9cf1bd0d0,isolated_layer_vjp,strict,4,256,256,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-d674a6b4e22f9458c9be,s3b-block-06b1f209a877adaa915d,stage2_baseline,strict,4,256,64,71,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-d74959523f35b352415c,s3b-block-b8065946fe637b30bb46,composite_vjp,strict,8,256,256,70,5000,250,20.0,7.0,0.875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-d767cfb9519fb4fe4c65,s3b-block-50d43d8828871a666303,isolated_layer_vjp,fixedpred,32,256,64,72,80000,250,320.0,1.0,1.0,1,0.0,"{""single_vjp_call"":80000}"
s3b-cell-d8c5f318f070ec527b36,s3b-block-408d0b1b8fa7bba85a56,isolated_layer_vjp,strict,16,64,64,71,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-d92c6a311e19e1536851,s3b-block-e38893f5f5eb3e81b23e,stage2_baseline,strict,8,256,256,72,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-dc548381b95ce41f30c9,s3b-block-5623456ecc73c4de5b83,composite_vjp,strict,16,256,256,72,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-dcb9287922268d05fa17,s3b-block-730ac753af2418590251,stage2_baseline,fixedpred,8,256,256,70,20000,250,80.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":20000}"
s3b-cell-dccaa408ec328de900ff,s3b-block-775648ac8900099a0d48,composite_vjp,strict,8,256,64,71,5000,250,20.0,7.0,0.875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-dccd3a812a16ca1fa8a7,s3b-block-91d8a0b7be6b9952687d,isolated_layer_vjp,strict,4,64,64,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-ddcc97841766d668c0ee,s3b-block-4fc6a712eae99f7492f7,composite_vjp,fixedpred,16,256,256,70,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-de5cebbf64a3dc8a9a9a,s3b-block-48a806186e9e1f3c3fc0,stage2_baseline,strict,8,64,256,72,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-de7098846c7388a9e064,s3b-block-1fd577634741b207f982,composite_vjp,fixedpred,4,64,64,70,2500,250,10.0,4.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-df02e92c964fa4bda342,s3b-block-fbc757a5037e1e104d06,isolated_layer_vjp,fixedpred,8,64,256,71,20000,250,80.0,1.0,1.0,1,0.0,"{""single_vjp_call"":20000}"
s3b-cell-df4b3f986e32adbed3f5,s3b-block-7345bcc3aa1e0e6e0517,stage2_baseline,strict,8,64,256,70,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-df6ce38e42428e748fde,s3b-block-b476ac8f4a666adc105c,stage2_baseline,fixedpred,16,256,64,71,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-e02ba81b3f8e08cf645e,s3b-block-b8065946fe637b30bb46,isolated_layer_vjp,strict,8,256,256,70,35000,250,140.0,1.0,0.875,1,0.0,"{""single_vjp_call"":35000}"
s3b-cell-e0859c84e14ad8f9ed75,s3b-block-7345bcc3aa1e0e6e0517,composite_vjp,strict,8,64,256,70,5000,250,20.0,7.0,0.875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-e0884aafdbbaf9de16e9,s3b-block-6d7761e4e1ad7cdc3808,isolated_layer_vjp,fixedpred,4,256,64,70,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-e0bc0376258ac2e5c28b,s3b-block-a55c3a89c984c8936ba5,stage2_baseline,fixedpred,8,64,64,70,20000,250,80.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":20000}"
s3b-cell-e68d489875e33654cddf,s3b-block-70e5aa369c8a27e31e55,isolated_layer_vjp,fixedpred,4,256,64,72,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-e76ea9c50c7bee7ffa27,s3b-block-01194f62493fd247f6f1,composite_vjp,fixedpred,32,256,256,70,2500,250,10.0,32.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-e84402faac42ff8b615c,s3b-block-14bf0a93a0fbe73ff031,isolated_layer_vjp,fixedpred,16,64,256,70,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-e86cb56634b6773e26ee,s3b-block-ee8ffa90a0acd26c78a2,stage2_baseline,fixedpred,32,64,64,70,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-e93ad5be4417e50bfbeb,s3b-block-133f61522ecc4a38e0db,isolated_layer_vjp,fixedpred,16,256,256,72,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-eab869bd2bb2b0c31144,s3b-block-1fd577634741b207f982,isolated_layer_vjp,fixedpred,4,64,64,70,10000,250,40.0,1.0,1.0,1,0.0,"{""single_vjp_call"":10000}"
s3b-cell-eaf59db10cec6857b475,s3b-block-bee85bf94778cac8d0dd,stage2_baseline,strict,4,256,64,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-ebafaef077603ac63e5d,s3b-block-6e6fc3d0cd92233b34cc,stage2_baseline,fixedpred,16,64,256,72,40000,250,160.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":40000}"
s3b-cell-ecc35ca43289347e025b,s3b-block-db597d2061c77097a989,stage2_baseline,strict,4,64,256,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-ed6f3d629b7c3b4f0ae0,s3b-block-1670e5358f7599134dc5,stage2_baseline,strict,16,256,64,72,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-eee7bc51a088d8dab9bd,s3b-block-64454a27a9a9c9ebfa9b,composite_vjp,strict,32,256,256,71,5000,250,20.0,31.0,0.96875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-f00e0d833e4eed02c785,s3b-block-408d0b1b8fa7bba85a56,composite_vjp,strict,16,64,64,71,5000,250,20.0,15.0,0.9375,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-f06c51303a9391d0e0fd,s3b-block-2f8f2e15c6be445829b9,composite_vjp,strict,32,256,256,72,5000,250,20.0,31.0,0.96875,1,0.0,"{""single_sweep_composite_vjp_call"":5000}"
s3b-cell-f1ac553526962803b805,s3b-block-2f8f2e15c6be445829b9,isolated_layer_vjp,strict,32,256,256,72,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-f563f6045908a53911ed,s3b-block-a828de0cbfc11c598661,isolated_layer_vjp,strict,32,256,64,70,155000,250,620.0,1.0,0.96875,1,0.0,"{""single_vjp_call"":155000}"
s3b-cell-f5b99f27c28148098053,s3b-block-695189d6137415b25268,isolated_layer_vjp,fixedpred,16,64,256,71,40000,250,160.0,1.0,1.0,1,0.0,"{""single_vjp_call"":40000}"
s3b-cell-f60aabf4dcea1db3085d,s3b-block-6d7761e4e1ad7cdc3808,composite_vjp,fixedpred,4,256,64,70,2500,250,10.0,4.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-f850263d3701049fbec8,s3b-block-5293bf2a6dda7849ebe0,isolated_layer_vjp,strict,16,256,64,71,75000,250,300.0,1.0,0.9375,1,0.0,"{""single_vjp_call"":75000}"
s3b-cell-f880208532811850722e,s3b-block-dfee844b8bfb62c631e6,stage2_baseline,fixedpred,32,64,256,70,80000,250,320.0,1.0,1.0,1,0.0,"{""reused_across_inference_sweeps"":80000}"
s3b-cell-f96c16ed7759dfe50889,s3b-block-8e19192b0dad4fc3113c,composite_vjp,fixedpred,16,256,64,70,2500,250,10.0,16.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
s3b-cell-f9edc873b624f8174590,s3b-block-def205922958b1e906ca,stage2_baseline,strict,4,256,64,72,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-fe54e7510c14dd65ea11,s3b-block-bee85bf94778cac8d0dd,isolated_layer_vjp,strict,4,256,64,70,15000,250,60.0,1.0,0.75,1,0.0,"{""single_vjp_call"":15000}"
s3b-cell-ff05f6e13bdc59346037,s3b-block-4f8c6d282d71e7150305,composite_vjp,fixedpred,8,256,64,70,2500,250,10.0,8.0,1.0,1,0.0,"{""single_sweep_composite_vjp_call"":2500}"
